Keyword,Name,Full_Address,Street_Address,City,Zip,Municipality,State,Country,Timezone,Description,Phone_1,Phone_Standard_format,Email_From_WEBSITE,Website,Domain,Claimed_google_my_business,Reviews_count,Average_rating,Business_Status,Hours,Saturday,Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Latitude,Longitude,Coordinates,Plus_Code,Place_ID,GMB_URL,CID,Google_Knowledge_URL,Kgmid,Image_URL,Favicon,Review_URL,Facebook_URL,Linkedin_URL,Twitter_URL,Youtube_URL,Meta_Description,Uuid,Accessibility,Service_options,Offerings,Instagram_URL,Payments,From_the_business,Planning,Crowd,Amenities,Recycling
HVAC,AZ Perfect Comfort Heating & Cooling,20650 N 29th Pl STE 104  Phoenix  AZ 85050  United States,20650 N 29th Pl STE 104,Phoenix,85050,United States,Arizona,US,America/Phoenix, ,+16028588261,(602) 858-8261,,https://azperfectcomfort.com/?utm_source=gbp&utm_medium=organic,azperfectcomfort.com,Yes,525,4.9,open,"Wednesday, 7 AM-7:30 PM; Thursday, 7 AM-7:30 PM; Friday, 7 AM-7:30 PM; Saturday, 8 AM-4:30 PM; Sunday, 8 AM-4:30 PM; Monday, 7 AM-7:30 PM; Tuesday, 7 AM-7:30 PM; ",8 AM-4:30 PM,8 AM-4:30 PM,7 AM-7:30 PM,7 AM-7:30 PM,7 AM-7:30 PM,7 AM-7:30 PM,7 AM-7:30 PM,Lat 33.6747836,Lng -112.0207734,"33.6747836,-112.0207734",8559MXFH+WM9,ChIJoVDRRZRvK4cRQZE81NHqO8k,https://www.google.com/maps/place/?q=place_id:ChIJoVDRRZRvK4cRQZE81NHqO8k,14500441612179247425,https://www.google.com/search?kgmid=/g/11bvvzr66_,/g/11bvvzr66_,https://lh5.googleusercontent.com/p/AF1QipP6hqA80OqpCYpk6XGDqSpcX1RmpZg1HesM9yRL,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=https://azperfectcomfort.com/?utm_source=gbp&utm_medium=organic&size=48","https://search.google.com/local/reviews?placeid=ChIJoVDRRZRvK4cRQZE81NHqO8k&q=HVAC+in+Phoenix,+AR&authuser=0&hl=en",https://www.facebook.com/azperfectcomfort,https://www.linkedin.com/company/az-perfect-comfort/,https://twitter.com/azperfectcomfrt?lang=en,https://youtube.com/@azperfectcomfort,"Locally owned and family operated, we're proud to be your home for air conditioning, heating, and indoor air quality services in Phoenix, AZ!",0ahUKEwjiytnPprCOAxU0KvsDHRB0C_8Q8BcIngQoEg,Wheelchair accessible entrance,Online estimates | Onsite services | Language assistance,Repair services,https://www.instagram.com/azperfectcomfort/?hl=en,,Identifies as veteran-owned | Identifies as women-owned,,LGBTQ+ friendly,,
HVAC,Integrity Air Conditioning & Heating L.L.C,2250 E Rose Garden Loop  Phoenix  AZ 85024  United States,2250 E Rose Garden Loop,Phoenix,85024,United States,Arizona,US,America/Phoenix, ,+16029710567,(602) 971-0567,,https://integrity-hvac.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp-profile,integrity-hvac.com,Yes,597,4.9,open,"Wednesday, 7 AM-4 PM; Thursday, 7 AM-4 PM; Friday, 7 AM-4 PM; Saturday, Closed; Sunday, Closed; Monday, 7 AM-4 PM; Tuesday, 7 AM-4 PM; ",Closed,Closed,7 AM-4 PM,7 AM-4 PM,7 AM-4 PM,7 AM-4 PM,7 AM-4 PM,Lat 33.6824201,Lng -112.0282809,"33.6824201,-112.0282809",8559MXJC+XM9,ChIJ1wO9IztwK4cR_ae17w4PiL8,https://www.google.com/maps/place/?q=place_id:ChIJ1wO9IztwK4cR_ae17w4PiL8,13801297614902503421,https://www.google.com/search?kgmid=/g/1tjkg80y,/g/1tjkg80y,https://lh5.googleusercontent.com/p/AF1QipP2ORuTyilP4mb2THj1ZPEstUIal1_Q6xKV6ynK,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=https://integrity-hvac.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp-profile&size=48","https://search.google.com/local/reviews?placeid=ChIJ1wO9IztwK4cR_ae17w4PiL8&q=HVAC+in+Phoenix,+AR&authuser=0&hl=en",https://www.facebook.com/Integrity-Air-Conditioning-and-Heating-LLC-1504007246502276/, ,https://twitter.com/INTEGRITY_AC,,"When you are in need of quick HVAC repair in Phoenix, turn to the experts at Integrity AC & Heating LLC. We can handle all your heating and cooling service requirements.",0ahUKEwjiytnPprCOAxU0KvsDHRB0C_8Q8BcIzwQoEw,,Onsite services | Online estimates,Repair services,,,Small business,,,,
HVAC,Ideal Air Conditioning and Insulation,4127 E University Dr  Phoenix  AZ 85034  United States,4127 E University Dr,Phoenix,85034,United States,Arizona,US,America/Phoenix, ,+14805737604,(480) 573-7604,info@idealairaz.com,https://www.idealairaz.com/?utm_campaign=gmb&utm_medium=organic&utm_source=gmb,idealairaz.com,Yes,1168,4.9,open,"Wednesday, Open 24 hours; Thursday, Open 24 hours; Friday, Open 24 hours; Saturday, Open 24 hours; Sunday, Open 24 hours; Monday, Open 24 hours; Tuesday, Open 24 hours; ",Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Lat 33.4215926,Lng -111.99201839999999,"33.4215926,-111.99201839999999",855CC2C5+J5Q,ChIJVVVVVREGK4cRMCvCmmg3zG4,https://www.google.com/maps/place/?q=place_id:ChIJVVVVVREGK4cRMCvCmmg3zG4,7983817161833589552,https://www.google.com/search?kgmid=/g/1tcwgfqy,/g/1tcwgfqy,https://lh5.googleusercontent.com/p/AF1QipOEuko_LfK38HX9_QQgmGusceFz9qs6JlD11OzC,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=https://www.idealairaz.com/?utm_campaign=gmb&utm_medium=organic&utm_source=gmb&size=48","https://search.google.com/local/reviews?placeid=ChIJVVVVVREGK4cRMCvCmmg3zG4&q=HVAC+in+Phoenix,+AR&authuser=0&hl=en",https://www.facebook.com/idealairaz, ,https://twitter.com/idealairaz?lang=en,https://www.youtube.com/channel/UCKm-pcUcXQPotZ1HKgBwT7Q,Looking for expert HVAC services in Phoenix? Call Ideal Air Conditioning and Insulation at 480-839-0082 today for reliable solutions and schedule your service!,0ahUKEwjiytnPprCOAxU0KvsDHRB0C_8Q8BcI9wQoFA,Wheelchair accessible entrance | Wheelchair accessible restroom,Online estimates | Home energy auditing recognized by the US Dept. of Energy | Onsite services | Language assistance,Repair services,https://www.instagram.com/idealairaz/,,Identifies as women-owned,,LGBTQ+ friendly | Transgender safespace,,
HVAC,Sun Tech Air Conditioning,2727 W Glendale Ave Ste 207  Phoenix  AZ 85051  United States,2727 W Glendale Ave Ste 207,Phoenix,85051,United States,Arizona,US,America/Phoenix, ,+16029003520,(602) 900-3520,info@suntechair.com | accounts@suntechair.com,https://suntechair.com/,suntechair.com,Yes,580,4.6,open,"Wednesday, 8 AM-5 PM; Thursday, 8 AM-5 PM; Friday, 8 AM-5 PM; Saturday, 8 AM-2 PM; Sunday, Closed; Monday, 8 AM-5 PM; Tuesday, 8 AM-5 PM; ",8 AM-2 PM,Closed,8 AM-5 PM,8 AM-5 PM,8 AM-5 PM,8 AM-5 PM,8 AM-5 PM,Lat 33.5142831,Lng -112.0226173,"33.5142831,-112.0226173",8559GX7G+PX6,ChIJqzA4C4BsK4cRkumiJg5dLoY,https://www.google.com/maps/place/?q=place_id:ChIJqzA4C4BsK4cRkumiJg5dLoY,9668767765370169746,https://www.google.com/search?kgmid=/g/11c0xq6dg8,/g/11c0xq6dg8,https://lh5.googleusercontent.com/p/AF1QipPmyMjbp7A_BEGwKC47F8L7UxBdVgitIqKFt4Qq,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=https://suntechair.com/&size=48","https://search.google.com/local/reviews?placeid=ChIJqzA4C4BsK4cRkumiJg5dLoY&q=HVAC+in+Phoenix,+AR&authuser=0&hl=en",https://www.facebook.com/SunTechAirAz/reviews,https://www.linkedin.com/company/sun-tech-air-az/, ,,"Sun Tech Air Conditioning is the top HVAC contractor in North Phoenix, AZ. Our master technicians work on residential and commercial projects. Call us today!",0ahUKEwjiytnPprCOAxU0KvsDHRB0C_8Q8BcIpQUoFQ,,Onsite services | Online estimates,Repair services,https://instagram.com/SunTechAirAZ,,,,,,
HVAC,Cool Zone Air Conditioning & Heating,2329 W Mescal St Suite 308  Phoenix  AZ 85029  United States,2329 W Mescal St Suite 308,Phoenix,85029,United States,Arizona,US,America/Phoenix, ,+16237773881,(623) 777-3881,,https://www.coolzoneair.com/,coolzoneair.com,Yes,454,4.9,open,"Wednesday, 7 AM-7 PM; Thursday, 7 AM-7 PM; Friday, 7 AM-7 PM; Saturday, 7 AM-7 PM; Sunday, 7 AM-7 PM; Monday, 7 AM-7 PM; Tuesday, 7 AM-7 PM; ",7 AM-7 PM,7 AM-7 PM,7 AM-7 PM,7 AM-7 PM,7 AM-7 PM,7 AM-7 PM,7 AM-7 PM,Lat 33.586276399999996,Lng -112.110063,"33.586276399999996,-112.110063",8559HVPQ+GX7,ChIJV8CdBRlCK4cRkvcDjufX-dw,https://www.google.com/maps/place/?q=place_id:ChIJV8CdBRlCK4cRkvcDjufX-dw,15922995347065141138,https://www.google.com/search?kgmid=/g/11cnbxhdwt,/g/11cnbxhdwt,https://lh5.googleusercontent.com/p/AF1QipNMt63tIamCEa2QqfjnY3g4bdQa58-ccwixTI7n,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=https://www.coolzoneair.com/&size=48","https://search.google.com/local/reviews?placeid=ChIJV8CdBRlCK4cRkvcDjufX-dw&q=HVAC+in+Phoenix,+AR&authuser=0&hl=en", , , , , ,0ahUKEwjiytnPprCOAxU0KvsDHRB0C_8Q8BcIzwUoFg,,Online estimates | Onsite services,Repair services, ,,Identifies as women-owned,,,,
HVAC,Reliance Heating and Air Conditioning,302 W Lone Cactus Dr  Phoenix  AZ 85027  United States,302 W Lone Cactus Dr,Phoenix,85027,United States,Arizona,US,America/Phoenix, ,+16026072150,(602) 607-2150,,https://www.relianceac.com/?utm_source=Google&utm_medium=Google+Business+Profile&utm_campaign=GBP,relianceac.com,Yes,714,5,open,"Wednesday, 7 AM-5 PM; Thursday, 7 AM-5 PM; Friday, 7 AM-5 PM; Saturday, 7 AM-4 PM; Sunday, Closed; Monday, 7 AM-5 PM; Tuesday, 7 AM-5 PM; ",7 AM-4 PM,Closed,7 AM-5 PM,7 AM-5 PM,7 AM-5 PM,7 AM-5 PM,7 AM-5 PM,Lat 33.6679005,Lng -111.9060506,"33.6679005,-111.9060506",855CM39V+5H8,ChIJt7mFdzRwK4cRt54nbaUr_tU,https://www.google.com/maps/place/?q=place_id:ChIJt7mFdzRwK4cRt54nbaUr_tU,15419810163664068279,https://www.google.com/search?kgmid=/g/1v6p99ly,/g/1v6p99ly,https://lh5.googleusercontent.com/p/AF1QipPOJwuuJkNls74n4WDG0VemqtGu_mJBgG_bFC04,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=https://www.relianceac.com/?utm_source=Google&utm_medium=Google+Business+Profile&utm_campaign=GBP&size=48","https://search.google.com/local/reviews?placeid=ChIJt7mFdzRwK4cRt54nbaUr_tU&q=HVAC+in+Phoenix,+AR&authuser=0&hl=en",https://www.facebook.com/relianceheatingandairconditioning, , ,,"Count on your #1 HVAC contractor in Scottsdale, AZ & nearby, Reliance Heating and Air Conditioning! We offer trusted installation, repairs & maintenance.",0ahUKEwjiytnPprCOAxU0KvsDHRB0C_8Q8BcI_QUoFw,Wheelchair accessible entrance | Wheelchair accessible parking lot,,Repair services,https://www.instagram.com/relianceac/?hl=en ,Credit cards,,,,,
HVAC,Preferred Air, , , , , , , ,America/Phoenix, ,+14806370234,(480) 637-0234,,https://preferredairaz.com/,preferredairaz.com,Yes,429,4.9,open,"Wednesday, 7 AM-4 PM; Thursday, 7 AM-4 PM; Friday, 7 AM-4 PM; Saturday, 7 AM-12:30 PM; Sunday, Closed; Monday, 7 AM-4 PM; Tuesday, 7 AM-5 PM; ",7 AM-12:30 PM,Closed,7 AM-4 PM,7 AM-5 PM,7 AM-4 PM,7 AM-4 PM,7 AM-4 PM,Lat 33.604325599999996,Lng -112.124793,"33.604325599999996,-112.124793",8559JV3G+P3P,ChIJzYFG90QXK4cRnQ4eVXOvNM8,https://www.google.com/maps/place/?q=place_id:ChIJzYFG90QXK4cRnQ4eVXOvNM8,14930751574524169885,https://www.google.com/search?kgmid=/g/11f1mmr65x,/g/11f1mmr65x,https://lh5.googleusercontent.com/p/AF1QipNAQlvQhXJpB7gfB4k8ItUBsWTyI590Gt3xXIx4,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=https://preferredairaz.com/&size=48","https://search.google.com/local/reviews?placeid=ChIJzYFG90QXK4cRnQ4eVXOvNM8&q=HVAC+in+Phoenix,+AR&authuser=0&hl=en",https://www.facebook.com/PreferredAirAZ/, , ,http://www.youtube.com/@preferredair3868,"Welcome to Preferred Air, your trusted HVAC experts in Phoenix, AZ. Explore our comprehensive heating and cooling solutions for residential and commercial needs. We prioritize your comfort and provide top-notch HVAC services. Contact us for reliable and efficient air conditioning and heating services.",0ahUKEwjiytnPprCOAxU0KvsDHRB0C_8Q8BcIqQYoGA,,Online estimates | Language assistance,,https://www.instagram.com/preferredairaz/,,Identifies as Latino-owned,,LGBTQ+ friendly,,
HVAC,Expert HVAC Services Inc,2330 W Parkside Ln g110  Phoenix  AZ 85027  United States,2330 W Parkside Ln g110,Phoenix,85027,United States,Arizona,US,America/Phoenix, ,+16235942488,(623) 594-2488,office@experthvacservices.com,https://www.experthvacservices.com/,experthvacservices.com,Yes,375,4.9,open,"Wednesday, Open 24 hours; Thursday, Open 24 hours; Friday, Open 24 hours; Saturday, Open 24 hours; Sunday, Open 24 hours; Monday, Open 24 hours; Tuesday, Open 24 hours; ",Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Lat 33.695861199999996,Lng -112.11051289999999,"33.695861199999996,-112.11051289999999",8559MVWQ+8QX,ChIJg4xodQlmK4cRbYxf1MGxFmE,https://www.google.com/maps/place/?q=place_id:ChIJg4xodQlmK4cRbYxf1MGxFmE,6995974517216480365,https://www.google.com/search?kgmid=/g/1tg165yq,/g/1tg165yq,https://lh5.googleusercontent.com/p/AF1QipP-iMm1Vyr7w-RNF-UWXsZO35UuQfpU8xU2E9mY,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=https://www.experthvacservices.com/&size=48","https://search.google.com/local/reviews?placeid=ChIJg4xodQlmK4cRbYxf1MGxFmE&q=HVAC+in+Phoenix,+AR&authuser=0&hl=en",https://www.facebook.com/Expert-HVAC-Services-Inc-191205524370298/?__tn__=%2CdkC-R-R&eid=ARDPMeeuPMayfx7mVvSLCowIJEHwjPfy7KrW4gU5nj1y4Xddy3YUoY3Yxx5ydLTHH_ZlPKLo19jq-yb1&hc_ref=ARStUtA5kKHDHcRcaC2WGbuW5OWDtSIXjGP12I35IDlvfrmLocDIXGEbbwteYKhCtMs&fref=tag, , ,,"Expert HVAC Services's AC repair and installation in Phoenix provides the best HVAC service. Need air conditioning repair or heating repair in Phoenix, call Expert HVAC Services Phoenix. Financing available. See why our customers are so loyal. Military and senior discount.",0ahUKEwjiytnPprCOAxU0KvsDHRB0C_8Q8BcIzQYoGQ,,Onsite services,Repair services,,,,,,,
HVAC,Five Star Air Conditioning,39216 N 21st Ave  Phoenix  AZ 85086  United States,39216 N 21st Ave,Phoenix,85086,United States,Arizona,US,America/Phoenix, ,+16232440414,(623) 244-0414,info@fivestar-air.com,https://fivestar-airconditioning.com/?utm_campaign=gmb,fivestar-airconditioning.com,Yes,295,5,open,"Wednesday, 7 AM-7 PM; Thursday, 7 AM-7 PM; Friday, 7 AM-7 PM; Saturday, 7 AM-7 PM; Sunday, 7 AM-7 PM; Monday, 7 AM-7 PM; Tuesday, 7 AM-7 PM; ",7 AM-7 PM,7 AM-7 PM,7 AM-7 PM,7 AM-7 PM,7 AM-7 PM,7 AM-7 PM,7 AM-7 PM,Lat 33.8407062,Lng -112.1055064,"33.8407062,-112.1055064",8559RVRV+7QQ,ChIJm0R4PQ5jK4cRhlqPbuyYjRo,https://www.google.com/maps/place/?q=place_id:ChIJm0R4PQ5jK4cRhlqPbuyYjRo,1913353557936921222,https://www.google.com/search?kgmid=/g/11j4k_9zyr,/g/11j4k_9zyr,https://lh5.googleusercontent.com/p/CIHM0ogKEICAgIC2uf7ClAE,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=https://fivestar-airconditioning.com/?utm_campaign=gmb&size=48","https://search.google.com/local/reviews?placeid=ChIJm0R4PQ5jK4cRhlqPbuyYjRo&q=HVAC+in+Phoenix,+AR&authuser=0&hl=en",https://www.facebook.com/fivestarairaz,https://www.linkedin.com/company/fivestarair/, ,,"Five Star Air offers top-quality residential and commercial AC, heating & indoor air quality services in Anthem, AZ. Call our expert HVAC team for instant help.",0ahUKEwjiytnPprCOAxU0KvsDHRB0C_8Q8BcI9wYoGg,,Online estimates | Onsite services,Repair services,https://www.instagram.com/fivestarair_and_plumbing/,,,,,,
HVAC,Promise Heating & Air,2010 N 22nd Ave  Phoenix  AZ 85009  United States,2010 N 22nd Ave,Phoenix,85009,United States,Arizona,US,America/Phoenix, ,+16023630230,(602) 363-0230,,http://promiseheatingandair.com/?utm_campaign=gmb,promiseheatingandair.com,Yes,208,5,open,"Wednesday, 7 AM-7 PM; Thursday, 7 AM-7 PM; Friday, 7 AM-7 PM; Saturday, 7 AM-7 PM; Sunday, Closed; Monday, 7 AM-7 PM; Tuesday, 7 AM-7 PM; ",7 AM-7 PM,Closed,7 AM-7 PM,7 AM-7 PM,7 AM-7 PM,7 AM-7 PM,7 AM-7 PM,Lat 33.4699953,Lng -112.1066084,"33.4699953,-112.1066084",8559FV9V+X9R,ChIJK8EYwOYkQQsR1VDnJ_3lbzQ,https://www.google.com/maps/place/?q=place_id:ChIJK8EYwOYkQQsR1VDnJ_3lbzQ,3778491487846093013,https://www.google.com/search?kgmid=/g/11rn15mrs3,/g/11rn15mrs3,https://lh5.googleusercontent.com/p/AF1QipNgAD8W8p2SWjMFdxQ75FCEZ35eYCMxhWjNG0iz,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://promiseheatingandair.com/?utm_campaign=gmb&size=48","https://search.google.com/local/reviews?placeid=ChIJK8EYwOYkQQsR1VDnJ_3lbzQ&q=HVAC+in+Phoenix,+AR&authuser=0&hl=en", , , ,,,0ahUKEwjiytnPprCOAxU0KvsDHRB0C_8Q8BcIoQcoGw,,Onsite services,Repair services,,,,,,,
HVAC,Island Breeze Air Conditioning & Heating LLC,809 E Fairmount Ave  Phoenix  AZ 85014  United States,809 E Fairmount Ave,Phoenix,85014,United States,Arizona,US,America/Phoenix, ,+16236926013,(623) 692-6013,,https://islandbreeze-ac.com/,islandbreeze-ac.com,Yes,563,5,open,"Wednesday, 7 AM-7 PM; Thursday, 7 AM-7 PM; Friday, 7 AM-7 PM; Saturday, 7 AM-7 PM; Sunday, 7 AM-7 PM; Monday, 7 AM-7 PM; Tuesday, 7 AM-7 PM; ",7 AM-7 PM,7 AM-7 PM,7 AM-7 PM,7 AM-7 PM,7 AM-7 PM,7 AM-7 PM,7 AM-7 PM,Lat 33.492658,Lng -112.06337429999999,"33.492658,-112.06337429999999",8559FWVP+3M6,ChIJiUEK-FpPK4cRULTP40-eZeo,https://www.google.com/maps/place/?q=place_id:ChIJiUEK-FpPK4cRULTP40-eZeo,16890080043484558416,https://www.google.com/search?kgmid=/g/11j59k7_79,/g/11j59k7_79,https://lh5.googleusercontent.com/p/AF1QipN5MQRHr6lfgiKgBHynteKxL7idOjhKO2RYRGHH,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=https://islandbreeze-ac.com/&size=48","https://search.google.com/local/reviews?placeid=ChIJiUEK-FpPK4cRULTP40-eZeo&q=HVAC+in+Phoenix,+AR&authuser=0&hl=en",https://www.facebook.com/islandbreezeac, , ,,"Call Island Breeze AC today for professional AC Repair in Phoenix, Surprise, Peoria, Mesa, AZ & Surrounding Areas",0ahUKEwj2tfLZprCOAxU6VqQEHY9KMBcQ8BcIYSgI,,,Repair services,,,,,,,
HVAC,Meadow Air Heating & Air Conditioning,7150 W Roosevelt St D 135  Phoenix  AZ 85043  United States,7150 W Roosevelt St D 135,Phoenix,85043,United States,Arizona,US,America/Phoenix, ,+16028120648,(602) 812-0648,,http://meadowair.com/,meadowair.com,Yes,780,4.8,open,"Wednesday, 7 AM-7 PM; Thursday, 7 AM-7 PM; Friday, 7 AM-7 PM; Saturday, 7 AM-7 PM; Sunday, Closed; Monday, 7 AM-7 PM; Tuesday, 7 AM-7 PM; ",7 AM-7 PM,Closed,7 AM-7 PM,7 AM-7 PM,7 AM-7 PM,7 AM-7 PM,7 AM-7 PM,Lat 33.4610258,Lng -112.21238659999999,"33.4610258,-112.21238659999999",8559FQ6Q+C29,ChIJbYDwhM8xK4cRIC-Iu9-XyEY,https://www.google.com/maps/place/?q=place_id:ChIJbYDwhM8xK4cRIC-Iu9-XyEY,5100493565176852256,https://www.google.com/search?kgmid=/g/11j95cnlyy,/g/11j95cnlyy,https://lh5.googleusercontent.com/p/CIHM0ogKEICAgIDikaq9HA,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://meadowair.com/&size=48","https://search.google.com/local/reviews?placeid=ChIJbYDwhM8xK4cRIC-Iu9-XyEY&q=HVAC+in+Phoenix,+AR&authuser=0&hl=en",https://www.facebook.com/Meadow-Air-Heating-and-Cooling-102606911461974/, , ,,"Experience Phoenix's top HVAC services. Fast, reliable, and affordable. Contact us now at 602-812-0648 for superior comfort solutions!",0ahUKEwj2tfLZprCOAxU6VqQEHY9KMBcQ8BcIiwEoCQ,,Online estimates | Onsite services,Repair services,,,,,,,
HVAC,Arcadia Air,2822 E Greenway Rd #10  Phoenix  AZ 85032  United States,2822 E Greenway Rd #10,Phoenix,85032,United States,Arizona,US,America/Phoenix, ,+16026101137,(602) 610-1137,,https://www.arcadiaair.com/,arcadiaair.com,Yes,409,4.9,open,"Wednesday, Open 24 hours; Thursday, Open 24 hours; Friday, Open 24 hours; Saturday, Open 24 hours; Sunday, Open 24 hours; Monday, Open 24 hours; Tuesday, Open 24 hours; ",Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Lat 33.626693599999996,Lng -112.0218342,"33.626693599999996,-112.0218342",8559JXGH+M7F,ChIJWwRL_ZjrAKgR8IbzSbrC750,https://www.google.com/maps/place/?q=place_id:ChIJWwRL_ZjrAKgR8IbzSbrC750,11380528888748934896,https://www.google.com/search?kgmid=/g/11p5j7gyhz,/g/11p5j7gyhz,https://lh5.googleusercontent.com/p/AF1QipOjS7WQa5GTQjgEGvfl80v8ITdUaTAbTHagOScn,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=https://www.arcadiaair.com/&size=48","https://search.google.com/local/reviews?placeid=ChIJWwRL_ZjrAKgR8IbzSbrC750&q=HVAC+in+Phoenix,+AR&authuser=0&hl=en",https://www.facebook.com/ArcadiaAirAZ/, , ,,"Call Arcadia Air for high-quality, reliable heating and AC services. We offer free estimates to help you get started.",0ahUKEwj2tfLZprCOAxU6VqQEHY9KMBcQ8BcIswEoCg,,Online estimates | Onsite services | Language assistance,Repair services,,,,,LGBTQ+ friendly | Transgender safespace,Gender-neutral restroom,
HVAC,Donley A/C & Plumbing,11062 N 24th Ave  Phoenix  AZ 85029  United States,11062 N 24th Ave,Phoenix,85029,United States,Arizona,US,America/Phoenix, ,+14802957385,(480) 295-7385,,https://www.donleyservice.com/,donleyservice.com,Yes,974,4.9,open,"Wednesday, 7 AM-7 PM; Thursday, 7 AM-7 PM; Friday, 7 AM-7 PM; Saturday, 7 AM-7 PM; Sunday, 7 AM-7 PM; Monday, 7 AM-7 PM; Tuesday, 7 AM-7 PM; ",7 AM-7 PM,7 AM-7 PM,7 AM-7 PM,7 AM-7 PM,7 AM-7 PM,7 AM-7 PM,7 AM-7 PM,Lat 33.586922,Lng -112.112135,"33.586922,-112.112135",8559HVPQ+Q49,ChIJCf3RuDhsK4cRKLOrJhZUGzA,https://www.google.com/maps/place/?q=place_id:ChIJCf3RuDhsK4cRKLOrJhZUGzA,3466456792306529064,https://www.google.com/search?kgmid=/g/1tkq_qys,/g/1tkq_qys,https://lh5.googleusercontent.com/p/AF1QipMDZlhaOFZ1pPzI8R0tk4X80j_Hp_-4lGE1lBK4,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=https://www.donleyservice.com/&size=48","https://search.google.com/local/reviews?placeid=ChIJCf3RuDhsK4cRKLOrJhZUGzA&q=HVAC+in+Phoenix,+AR&authuser=0&hl=en",https://www.facebook.com/DonleyService/, , ,https://www.youtube.com/channel/UCYlJ3rFrCj-N1KPgofgXKPQ,"Your HVAC & plumbing partner in Phoenix, AZ & surrounding areas. Call us now for repairs, installation & maintenance! We offer same-day service!",0ahUKEwj2tfLZprCOAxU6VqQEHY9KMBcQ8BcI4wEoCw,,,Repair services,https://www.instagram.com/donleyservicecenter/,Credit cards | Credit cards,,,,,
